,,,-0.0001138,3.4
,,,-0.0001137,3.4
,,,-0.0001136,3.2
,,,-0.0001135,3.4
,,,-0.0001134,3.2
,,,-0.0001133,3.4
,,,-0.0001132,3.2
,,,-0.0001131,3.2
,,,-0.000113,3.4
,,,-0.0001129,3
,,,-0.0001128,3
,,,-0.0001127,3
,,,-0.0001126,3
,,,-0.0001125,3.2
,,,-0.0001124,3
,,,-0.0001123,2.8
,,,-0.0001122,3.2
,,,-0.0001121,3
,,,-0.000112,3.2
,,,-0.0001119,3.4
,,,-0.0001118,3.4
,,,-0.0001117,3.2
,,,-0.0001116,3.4
,,,-0.0001115,3.2
,,,-0.0001114,3.6
,,,-0.0001113,3
,,,-0.0001112,3.2
,,,-0.0001111,3.2
,,,-0.000111,3
,,,-0.0001109,3
,,,-0.0001108,3.2
,,,-0.0001107,3.4
,,,-0.0001106,3
,,,-0.0001105,3.4
,,,-0.0001104,3.2
,,,-0.0001103,3
,,,-0.0001102,3.4
,,,-0.0001101,3.4
,,,-0.00011,3.4
,,,-0.0001099,3.4
,,,-0.0001098,3
,,,-0.0001097,2.8
,,,-0.0001096,3.2
,,,-0.0001095,3.4
,,,-0.0001094,3.4
,,,-0.0001093,3
,,,-0.0001092,3.2
,,,-0.0001091,3.2
,,,-0.000109,3.2
,,,-0.0001089,3.2
,,,-0.0001088,3.4
,,,-0.0001087,3.2
,,,-0.0001086,3.2
,,,-0.0001085,3.2
,,,-0.0001084,3.8
,,,-0.0001083,3.4
,,,-0.0001082,3.2
,,,-0.0001081,3.6
,,,-0.000108,3.2
,,,-0.0001079,3.6
,,,-0.0001078,3.4
,,,-0.0001077,3.4
,,,-0.0001076,3.2
,,,-0.0001075,3
,,,-0.0001074,3.2
,,,-0.0001073,3.2
,,,-0.0001072,3.6
,,,-0.0001071,3.6
,,,-0.000107,3.2
,,,-0.0001069,3.6
,,,-0.0001068,3.4
,,,-0.0001067,3.2
,,,-0.0001066,3.6
,,,-0.0001065,3.2
,,,-0.0001064,3.2
,,,-0.0001063,3
,,,-0.0001062,3
,,,-0.0001061,3
,,,-0.000106,3.2
,,,-0.0001059,3
,,,-0.0001058,3
,,,-0.0001057,2.8
,,,-0.0001056,3
,,,-0.0001055,3.2
,,,-0.0001054,3
,,,-0.0001053,2.8
,,,-0.0001052,3.2
,,,-0.0001051,3
,,,-0.000105,3
,,,-0.0001049,3.4
,,,-0.0001048,3.4
,,,-0.0001047,3.2
,,,-0.0001046,3.2
,,,-0.0001045,3.2
,,,-0.0001044,3.4
,,,-0.0001043,3.4
,,,-0.0001042,3.4
,,,-0.0001041,3.2
,,,-0.000104,3.2
,,,-0.0001039,3.2
,,,-0.0001038,3.4
,,,-0.0001037,3.4
,,,-0.0001036,3.2
,,,-0.0001035,3.4
,,,-0.0001034,3.4
,,,-0.0001033,3.8
,,,-0.0001032,3
,,,-0.0001031,3.2
,,,-0.000103,3
,,,-0.0001029,3
,,,-0.0001028,3.2
,,,-0.0001027,3
,,,-0.0001026,3.4
,,,-0.0001025,3
,,,-0.0001024,3.2
,,,-0.0001023,3.2
,,,-0.0001022,3.4
,,,-0.0001021,3.6
,,,-0.000102,3.4
,,,-0.0001019,3.2
,,,-0.0001018,3
,,,-0.0001017,3.2
,,,-0.0001016,3.6
,,,-0.0001015,3.2
,,,-0.0001014,3
,,,-0.0001013,2.8
,,,-0.0001012,3.2
,,,-0.0001011,3.2
,,,-0.000101,3.2
,,,-0.0001009,3
,,,-0.0001008,3.4
,,,-0.0001007,3
,,,-0.0001006,3.4
,,,-0.0001005,3.2
,,,-0.0001004,3.4
,,,-0.0001003,3.6
,,,-0.0001002,3.4
,,,-0.0001001,3.6
,,,-0.0001,3.6
,,,-0.0000999,3.2
,,,-0.0000998,3.2
,,,-0.0000997,3.2
,,,-0.0000996,3.2
,,,-0.0000995,3
,,,-0.0000994,3.2
,,,-0.0000993,3.4
,,,-0.0000992,3.2
,,,-0.0000991,3.2
,,,-0.000099,3.2
,,,-0.0000989,3.4
,,,-0.0000988,3.2
,,,-0.0000987,3.2
,,,-0.0000986,3
,,,-0.0000985,3.2
,,,-0.0000984,3.6
,,,-0.0000983,3.6
,,,-0.0000982,3.4
,,,-0.0000981,3.4
,,,-0.000098,3.2
,,,-0.0000979,3.2
,,,-0.0000978,3.2
,,,-0.0000977,3
,,,-0.0000976,3.2
,,,-0.0000975,3
,,,-0.0000974,3.2
,,,-0.0000973,3.4
,,,-0.0000972,3.6
,,,-0.0000971,3
,,,-0.000097,3.8
,,,-0.0000969,3.6
,,,-0.0000968,3.2
,,,-0.0000967,3.4
,,,-0.0000966,3
,,,-0.0000965,3.2
,,,-0.0000964,3
,,,-0.0000963,3
,,,-0.0000962,3.2
,,,-0.0000961,3.2
,,,-0.000096,3.2
,,,-0.0000959,3.4
,,,-0.0000958,3.2
,,,-0.0000957,2.6
,,,-0.0000956,3
,,,-0.0000955,3
,,,-0.0000954,3
,,,-0.0000953,3
,,,-0.0000952,2.8
,,,-0.0000951,3
,,,-0.000095,3.4
,,,-0.0000949,3.2
,,,-0.0000948,3
,,,-0.0000947,3.2
,,,-0.0000946,3
,,,-0.0000945,3.2
,,,-0.0000944,3.2
,,,-0.0000943,3.2
,,,-0.0000942,3.2
,,,-0.0000941,3.2
,,,-0.000094,3.4
,,,-0.0000939,3.2
,,,-0.0000938,3.4
,,,-0.0000937,3.2
,,,-0.0000936,3.2
,,,-0.0000935,3.4
,,,-0.0000934,3.4
,,,-0.0000933,2.8
,,,-0.0000932,3.2
,,,-0.0000931,2.8
,,,-0.000093,3
,,,-0.0000929,3.2
,,,-0.0000928,3
,,,-0.0000927,3.2
,,,-0.0000926,3
,,,-0.0000925,3.2
,,,-0.0000924,3
,,,-0.0000923,3.2
,,,-0.0000922,3.4
,,,-0.0000921,3.4
,,,-0.000092,3
,,,-0.0000919,3
,,,-0.0000918,3.4
,,,-0.0000917,3.6
,,,-0.0000916,3.2
,,,-0.0000915,3
,,,-0.0000914,2.8
,,,-0.0000913,2.8
,,,-0.0000912,3
,,,-0.0000911,3.4
,,,-0.000091,3.2
,,,-0.0000909,3.2
,,,-0.0000908,3
,,,-0.0000907,3.8
,,,-0.0000906,3
,,,-0.0000905,2.8
,,,-0.0000904,3.2
,,,-0.0000903,3.4
,,,-0.0000902,3.6
,,,-0.0000901,3.2
,,,-0.00009,3.2
,,,-0.0000899,3
,,,-0.0000898,3
,,,-0.0000897,3.4
,,,-0.0000896,3.2
,,,-0.0000895,3
,,,-0.0000894,3.2
,,,-0.0000893,3.4
,,,-0.0000892,3.4
,,,-0.0000891,3.2
,,,-0.000089,3.4
,,,-0.0000889,3.4
,,,-0.0000888,3
,,,-0.0000887,3.4
,,,-0.0000886,3.2
,,,-0.0000885,3.6
,,,-0.0000884,3.4
,,,-0.0000883,3.4
,,,-0.0000882,3.4
,,,-0.0000881,3.6
,,,-0.000088,3.4
,,,-0.0000879,3.4
,,,-0.0000878,3.2
,,,-0.0000877,3.2
,,,-0.0000876,3.2
,,,-0.0000875,3.4
,,,-0.0000874,3.6
,,,-0.0000873,3.4
,,,-0.0000872,3
,,,-0.0000871,3.6
,,,-0.000087,3.4
,,,-0.0000869,3.2
,,,-0.0000868,3.6
,,,-0.0000867,3
,,,-0.0000866,3.2
,,,-0.0000865,3.2
,,,-0.0000864,3.2
,,,-0.0000863,3.4
,,,-0.0000862,3.4
,,,-0.0000861,2.8
,,,-0.000086,3.2
,,,-0.0000859,3
,,,-0.0000858,2.8
,,,-0.0000857,3.2
,,,-0.0000856,3.2
,,,-0.0000855,3
,,,-0.0000854,3
,,,-0.0000853,2.8
,,,-0.0000852,3
,,,-0.0000851,3.4
,,,-0.000085,3.2
,,,-0.0000849,3.2
,,,-0.0000848,3.2
,,,-0.0000847,3
,,,-0.0000846,3
,,,-0.0000845,3.6
,,,-0.0000844,3.2
,,,-0.0000843,3
,,,-0.0000842,3.2
,,,-0.0000841,3.2
,,,-0.000084,3.4
,,,-0.0000839,3.4
,,,-0.0000838,3
,,,-0.0000837,3.4
,,,-0.0000836,3.4
,,,-0.0000835,3.6
,,,-0.0000834,3.2
,,,-0.0000833,3.2
,,,-0.0000832,3
,,,-0.0000831,3.2
,,,-0.000083,3
,,,-0.0000829,3.4
,,,-0.0000828,3.6
,,,-0.0000827,3
,,,-0.0000826,3
,,,-0.0000825,3.2
,,,-0.0000824,3.4
,,,-0.0000823,3.6
,,,-0.0000822,3.4
,,,-0.0000821,3.2
,,,-0.000082,3.2
,,,-0.0000819,3.2
,,,-0.0000818,3.4
,,,-0.0000817,3.6
,,,-0.0000816,3.2
,,,-0.0000815,3
,,,-0.0000814,3.2
,,,-0.0000813,3.2
,,,-0.0000812,3
,,,-0.0000811,3.2
,,,-0.000081,3.4
,,,-0.0000809,3.2
,,,-0.0000808,3.6
,,,-0.0000807,3.2
,,,-0.0000806,3
,,,-0.0000805,3.6
,,,-0.0000804,3.2
,,,-0.0000803,3.6
,,,-0.0000802,3.2
,,,-0.0000801,3
,,,-0.00008,3.2
,,,-0.0000799,3
,,,-0.0000798,3.2
,,,-0.0000797,3.4
,,,-0.0000796,2.8
,,,-0.0000795,3.4
,,,-0.0000794,3.4
,,,-0.0000793,3.2
,,,-0.0000792,3.2
,,,-0.0000791,3.2
,,,-0.000079,3.2
,,,-0.0000789,3.2
,,,-0.0000788,3.2
,,,-0.0000787,3.6
,,,-0.0000786,3.8
,,,-0.0000785,3.6
,,,-0.0000784,3.4
,,,-0.0000783,3.4
,,,-0.0000782,3.4
,,,-0.0000781,3.4
,,,-0.000078,3.4
,,,-0.0000779,3.4
,,,-0.0000778,3.6
,,,-0.0000777,3
,,,-0.0000776,3.2
,,,-0.0000775,3.6
,,,-0.0000774,3.4
,,,-0.0000773,3
,,,-0.0000772,3.8
,,,-0.0000771,3.4
,,,-0.000077,3.6
,,,-0.0000769,3.6
,,,-0.0000768,3.2
,,,-0.0000767,3.2
,,,-0.0000766,3
,,,-0.0000765,3.2
,,,-0.0000764,3.4
,,,-0.0000763,3.4
,,,-0.0000762,3
,,,-0.0000761,3.4
,,,-0.000076,3.2
,,,-0.0000759,3
,,,-0.0000758,3
,,,-0.0000757,3.2
,,,-0.0000756,3
,,,-0.0000755,3.2
,,,-0.0000754,3
,,,-0.0000753,3.4
,,,-0.0000752,3.4
,,,-0.0000751,3.4
,,,-0.000075,3.2
,,,-0.0000749,3.4
,,,-0.0000748,3.2
,,,-0.0000747,3
,,,-0.0000746,3.6
,,,-0.0000745,3.2
,,,-0.0000744,3
,,,-0.0000743,3.4
,,,-0.0000742,3.4
,,,-0.0000741,3.6
,,,-0.000074,3.4
,,,-0.0000739,3.4
,,,-0.0000738,3.4
,,,-0.0000737,3.4
,,,-0.0000736,3.6
,,,-0.0000735,3.2
,,,-0.0000734,3.4
,,,-0.0000733,3
,,,-0.0000732,3.2
,,,-0.0000731,3
,,,-0.000073,3
,,,-0.0000729,3.2
,,,-0.0000728,3.2
,,,-0.0000727,3
,,,-0.0000726,3.4
,,,-0.0000725,3.2
,,,-0.0000724,3.6
,,,-0.0000723,3.2
,,,-0.0000722,3.4
,,,-0.0000721,3.4
,,,-0.000072,3.4
,,,-0.0000719,3.4
,,,-0.0000718,3.2
,,,-0.0000717,2.8
,,,-0.0000716,3.2
,,,-0.0000715,3
,,,-0.0000714,3.2
,,,-0.0000713,3.2
,,,-0.0000712,3.2
,,,-0.0000711,3
,,,-0.000071,3.2
,,,-0.0000709,3.8
,,,-0.0000708,3
,,,-0.0000707,3.4
,,,-0.0000706,3.4
,,,-0.0000705,3.4
,,,-0.0000704,3.6
,,,-0.0000703,3.4
,,,-0.0000702,3
,,,-0.0000701,3.2
,,,-0.00007,3.2
,,,-0.0000699,3.4
,,,-0.0000698,3.2
,,,-0.0000697,3
,,,-0.0000696,3.2
,,,-0.0000695,3.6
,,,-0.0000694,3.2
,,,-0.0000693,3.2
,,,-0.0000692,3.2
,,,-0.0000691,3.4
,,,-0.000069,3
,,,-0.0000689,3.4
,,,-0.0000688,3.4
,,,-0.0000687,3.8
,,,-0.0000686,3.8
,,,-0.0000685,3.4
,,,-0.0000684,3.4
,,,-0.0000683,3.4
,,,-0.0000682,3.2
,,,-0.0000681,3.4
,,,-0.000068,3.2
,,,-0.0000679,3.2
,,,-0.0000678,3
,,,-0.0000677,3.2
,,,-0.0000676,3.4
,,,-0.0000675,3.4
,,,-0.0000674,3.4
,,,-0.0000673,3.6
,,,-0.0000672,3.6
,,,-0.0000671,3.4
,,,-0.000067,3.6
,,,-0.0000669,3.2
,,,-0.0000668,3.4
,,,-0.0000667,3.2
,,,-0.0000666,3.2
,,,-0.0000665,3.2
,,,-0.0000664,3
,,,-0.0000663,2.8
,,,-0.0000662,3
,,,-0.0000661,3.2
,,,-0.000066,2.8
,,,-0.0000659,3.2
,,,-0.0000658,3
,,,-0.0000657,2.8
,,,-0.0000656,3.2
,,,-0.0000655,2.8
,,,-0.0000654,3.2
,,,-0.0000653,3.6
,,,-0.0000652,3.4
,,,-0.0000651,3.4
,,,-0.000065,3.4
,,,-0.0000649,3
,,,-0.0000648,3.4
,,,-0.0000647,3.4
,,,-0.0000646,3.2
,,,-0.0000645,3.2
,,,-0.0000644,3.4
,,,-0.0000643,3.2
,,,-0.0000642,3.4
,,,-0.0000641,3.4
,,,-0.000064,3.2
,,,-0.0000639,3.4
,,,-0.0000638,3.4
,,,-0.0000637,3.4
,,,-0.0000636,3.2
,,,-0.0000635,3.4
,,,-0.0000634,3
,,,-0.0000633,3
,,,-0.0000632,3
,,,-0.0000631,3
,,,-0.000063,3
,,,-0.0000629,3
,,,-0.0000628,3
,,,-0.0000627,2.8
,,,-0.0000626,3.2
,,,-0.0000625,3.6
,,,-0.0000624,3.4
,,,-0.0000623,3.2
,,,-0.0000622,3
,,,-0.0000621,3
,,,-0.000062,3.4
,,,-0.0000619,3.2
,,,-0.0000618,3
,,,-0.0000617,2.8
,,,-0.0000616,3
,,,-0.0000615,3.2
,,,-0.0000614,3
,,,-0.0000613,3
,,,-0.0000612,3
,,,-0.0000611,2.8
,,,-0.000061,3.6
,,,-0.0000609,3
,,,-0.0000608,3
,,,-0.0000607,3.2
,,,-0.0000606,3.4
,,,-0.0000605,3.4
,,,-0.0000604,3.2
,,,-0.0000603,2.8
,,,-0.0000602,2.8
,,,-0.0000601,3.2
,,,-0.00006,3.4
,,,-0.0000599,3.2
,,,-0.0000598,3
,,,-0.0000597,3.2
,,,-0.0000596,3.2
,,,-0.0000595,3.2
,,,-0.0000594,3
,,,-0.0000593,3.4
,,,-0.0000592,3.2
,,,-0.0000591,3
,,,-0.000059,3
,,,-0.0000589,3.4
,,,-0.0000588,3.4
,,,-0.0000587,3.6
,,,-0.0000586,3
,,,-0.0000585,3.4
,,,-0.0000584,3.2
,,,-0.0000583,3.2
,,,-0.0000582,3.4
,,,-0.0000581,3.2
,,,-0.000058,3
,,,-0.0000579,3
,,,-0.0000578,3.2
,,,-0.0000577,3.6
,,,-0.0000576,3.2
,,,-0.0000575,3
,,,-0.0000574,3.6
,,,-0.0000573,3.4
,,,-0.0000572,3.2
,,,-0.0000571,3.4
,,,-0.000057,3
,,,-0.0000569,3.4
,,,-0.0000568,3.2
,,,-0.0000567,3
,,,-0.0000566,3
,,,-0.0000565,3.2
,,,-0.0000564,3
,,,-0.0000563,3.2
,,,-0.0000562,3
,,,-0.0000561,2.8
,,,-0.000056,3.2
,,,-0.0000559,3
,,,-0.0000558,3
,,,-0.0000557,3.4
,,,-0.0000556,3
,,,-0.0000555,3.2
,,,-0.0000554,3.6
,,,-0.0000553,3.2
,,,-0.0000552,3
,,,-0.0000551,3.4
,,,-0.000055,3
,,,-0.0000549,3
,,,-0.0000548,3.4
,,,-0.0000547,3.2
,,,-0.0000546,3.2
,,,-0.0000545,3.4
,,,-0.0000544,3.4
,,,-0.0000543,3
,,,-0.0000542,3.4
,,,-0.0000541,3.2
,,,-0.000054,3.4
,,,-0.0000539,3.2
,,,-0.0000538,3.6
,,,-0.0000537,3.2
,,,-0.0000536,3.2
,,,-0.0000535,3
,,,-0.0000534,2.8
,,,-0.0000533,3.2
,,,-0.0000532,3.2
,,,-0.0000531,3.2
,,,-0.000053,3
,,,-0.0000529,3.2
,,,-0.0000528,3.2
,,,-0.0000527,3.4
,,,-0.0000526,3.2
,,,-0.0000525,3.2
,,,-0.0000524,3.2
,,,-0.0000523,3.2
,,,-0.0000522,3
,,,-0.0000521,3.4
,,,-0.000052,3.4
,,,-0.0000519,3
,,,-0.0000518,2.8
,,,-0.0000517,3.2
,,,-0.0000516,3.2
,,,-0.0000515,3
,,,-0.0000514,3.2
,,,-0.0000513,3.2
,,,-0.0000512,3.2
,,,-0.0000511,3.6
,,,-0.000051,3
,,,-0.0000509,3
,,,-0.0000508,3.6
,,,-0.0000507,3.4
,,,-0.0000506,3.6
,,,-0.0000505,3.4
,,,-0.0000504,3
,,,-0.0000503,3.4
,,,-0.0000502,3
,,,-0.0000501,3.4
,,,-0.00005,3.2
,,,-0.0000499,3.2
,,,-0.0000498,3
,,,-0.0000497,3.4
,,,-0.0000496,3.2
,,,-0.0000495,3.2
,,,-0.0000494,3.2
,,,-0.0000493,3.4
,,,-0.0000492,3.2
,,,-0.0000491,3.2
,,,-0.000049,3.4
,,,-0.0000489,3.4
,,,-0.0000488,3.2
,,,-0.0000487,3.2
,,,-0.0000486,3.2
,,,-0.0000485,3.4
,,,-0.0000484,3.4
,,,-0.0000483,3.2
,,,-0.0000482,3.2
,,,-0.0000481,3
,,,-0.000048,3.2
,,,-0.0000479,3.4
,,,-0.0000478,3.4
,,,-0.0000477,3.2
,,,-0.0000476,3.2
,,,-0.0000475,3.8
,,,-0.0000474,3.4
,,,-0.0000473,3.4
,,,-0.0000472,3.4
,,,-0.0000471,3.2
,,,-0.000047,3.2
,,,-0.0000469,3.2
,,,-0.0000468,3.2
,,,-0.0000467,3.2
,,,-0.0000466,3
,,,-0.0000465,3
,,,-0.0000464,3.2
,,,-0.0000463,3
,,,-0.0000462,3
,,,-0.0000461,3
,,,-0.000046,3.2
,,,-0.0000459,3.2
,,,-0.0000458,3
,,,-0.0000457,3
,,,-0.0000456,0
,,,-0.0000455,0.4
,,,-0.0000454,0.2
,,,-0.0000453,0
,,,-0.0000452,0.2
,,,-0.0000451,0
,,,-0.000045,0
,,,-0.0000449,0.4
,,,-0.0000448,0
,,,-0.0000447,0.2
,,,-0.0000446,0.2
,,,-0.0000445,0
,,,-0.0000444,0.4
,,,-0.0000443,0.2
,,,-0.0000442,0
,,,-0.0000441,0.6
,,,-0.000044,0.2
,,,-0.0000439,0.4
,,,-0.0000438,0.2
,,,-0.0000437,-0.2
,,,-0.0000436,0
,,,-0.0000435,-0.2
,,,-0.0000434,0
,,,-0.0000433,0
,,,-0.0000432,0.2
,,,-0.0000431,0
,,,-0.000043,-0.2
,,,-0.0000429,0.2
,,,-0.0000428,0
,,,-0.0000427,0.4
,,,-0.0000426,0.2
,,,-0.0000425,0
,,,-0.0000424,0
,,,-0.0000423,0
,,,-0.0000422,0.4
,,,-0.0000421,0.2
,,,-0.000042,-0.2
,,,-0.0000419,-0.2
,,,-0.0000418,0.2
,,,-0.0000417,0
,,,-0.0000416,0.2
,,,-0.0000415,0
,,,-0.0000414,0.2
,,,-0.0000413,0
,,,-0.0000412,0.6
,,,-0.0000411,0
,,,-0.000041,0
,,,-0.0000409,0.4
,,,-0.0000408,0.2
,,,-0.0000407,0.4
,,,-0.0000406,0.2
,,,-0.0000405,0
,,,-0.0000404,0.2
,,,-0.0000403,0.2
,,,-0.0000402,0.2
,,,-0.0000401,0.4
,,,-0.00004,-0.2
,,,-0.0000399,0
,,,-0.0000398,0.2
,,,-0.0000397,0
,,,-0.0000396,0.2
,,,-0.0000395,0
,,,-0.0000394,0.2
,,,-0.0000393,0
,,,-0.0000392,0
,,,-0.0000391,0.4
,,,-0.000039,1
,,,-0.0000389,1.8
,,,-0.0000388,2.4
,,,-0.0000387,2.6
,,,-0.0000386,3.2
,,,-0.0000385,3
,,,-0.0000384,3
,,,-0.0000383,3.2
,,,-0.0000382,3
,,,-0.0000381,3.2
,,,-0.000038,3.2
,,,-0.0000379,3.4
,,,-0.0000378,3.4
,,,-0.0000377,3.6
,,,-0.0000376,3.6
,,,-0.0000375,3.4
,,,-0.0000374,3.4
,,,-0.0000373,3.6
,,,-0.0000372,3.2
,,,-0.0000371,3.2
,,,-0.000037,3.2
,,,-0.0000369,3
,,,-0.0000368,3.2
,,,-0.0000367,3.2
,,,-0.0000366,3
,,,-0.0000365,3.4
,,,-0.0000364,2.4
,,,-0.0000363,2.6
,,,-0.0000362,2.8
,,,-0.0000361,3
,,,-0.000036,3
,,,-0.0000359,3
,,,-0.0000358,3
,,,-0.0000357,3.2
,,,-0.0000356,3.4
,,,-0.0000355,3.2
,,,-0.0000354,3.2
,,,-0.0000353,3.4
,,,-0.0000352,3.2
,,,-0.0000351,3
,,,-0.000035,3.6
,,,-0.0000349,3.4
,,,-0.0000348,3.2
,,,-0.0000347,3.4
,,,-0.0000346,3.6
,,,-0.0000345,3.6
,,,-0.0000344,3.4
,,,-0.0000343,3.4
,,,-0.0000342,3.4
,,,-0.0000341,3.2
,,,-0.000034,3.6
,,,-0.0000339,3
,,,-0.0000338,3.2
,,,-0.0000337,2.6
,,,-0.0000336,2.8
,,,-0.0000335,3
,,,-0.0000334,2.8
,,,-0.0000333,3
,,,-0.0000332,3
,,,-0.0000331,3
,,,-0.000033,3.4
,,,-0.0000329,3.4
,,,-0.0000328,3.6
,,,-0.0000327,3.6
,,,-0.0000326,3.4
,,,-0.0000325,3.2
,,,-0.0000324,3.2
,,,-0.0000323,3.6
,,,-0.0000322,3.6
,,,-0.0000321,3.2
,,,-0.000032,3.2
,,,-0.0000319,3.2
,,,-0.0000318,3.4
,,,-0.0000317,3.4
,,,-0.0000316,3.4
,,,-0.0000315,3.4
,,,-0.0000314,3
,,,-0.0000313,3.6
,,,-0.0000312,3.2
,,,-0.0000311,2.6
,,,-0.000031,3.2
,,,-0.0000309,3.2
,,,-0.0000308,3.8
,,,-0.0000307,3.4
,,,-0.0000306,3.2
,,,-0.0000305,3
,,,-0.0000304,3.2
,,,-0.0000303,3.2
,,,-0.0000302,3.4
,,,-0.0000301,2.8
,,,-0.00003,3.4
,,,-0.0000299,3.4
,,,-0.0000298,3.2
,,,-0.0000297,3.2
,,,-0.0000296,3
,,,-0.0000295,3.6
,,,-0.0000294,3.2
,,,-0.0000293,3.2
,,,-0.0000292,3.8
,,,-0.0000291,3.8
,,,-0.000029,3.2
,,,-0.0000289,3.4
,,,-0.0000288,3.2
,,,-0.0000287,3.6
,,,-0.0000286,3.2
,,,-0.0000285,3.4
,,,-0.0000284,0
,,,-0.0000283,0
,,,-0.0000282,-0.2
,,,-0.0000281,0
,,,-0.000028,0.2
,,,-0.0000279,0.2
,,,-0.0000278,0
,,,-0.0000277,0.2
,,,-0.0000276,0.2
,,,-0.0000275,0.2
,,,-0.0000274,0.4
,,,-0.0000273,0.2
,,,-0.0000272,0
,,,-0.0000271,0
,,,-0.000027,0
,,,-0.0000269,0
,,,-0.0000268,0
,,,-0.0000267,-0.2
,,,-0.0000266,0.4
,,,-0.0000265,-0.2
,,,-0.0000264,0
,,,-0.0000263,-0.2
,,,-0.0000262,-0.4
,,,-0.0000261,-0.4
,,,-0.000026,0
,,,-0.0000259,-0.4
,,,-0.0000258,0
,,,-0.0000257,0.4
,,,-0.0000256,0.4
,,,-0.0000255,0
,,,-0.0000254,0
,,,-0.0000253,0
,,,-0.0000252,0.2
,,,-0.0000251,0.2
,,,-0.000025,0.2
,,,-0.0000249,0.2
,,,-0.0000248,0
,,,-0.0000247,0
,,,-0.0000246,0
,,,-0.0000245,0.2
,,,-0.0000244,0
,,,-0.0000243,0.2
,,,-0.0000242,0.2
,,,-0.0000241,0.6
,,,-0.000024,-0.2
,,,-0.0000239,0.4
,,,-0.0000238,-0.2
,,,-0.0000237,-0.2
,,,-0.0000236,-0.2
,,,-0.0000235,0
,,,-0.0000234,0.2
,,,-0.0000233,0
,,,-0.0000232,-0.2
,,,-0.0000231,0.4
,,,-0.000023,0.2
,,,-0.0000229,0.4
,,,-0.0000228,0.2
,,,-0.0000227,-0.2
,,,-0.0000226,0
,,,-0.0000225,0.4
,,,-0.0000224,0
,,,-0.0000223,0.2
,,,-0.0000222,0
,,,-0.0000221,0
,,,-0.000022,0
